Timestamp,Titre de la session | Title,Résume | Abstract,Quels bénéfices vont en retirer les participants ? | What will be the benefits for the participants?,Niveau | Level,Format | Format,Thème,Nombre de participants maxi | Maximum number of participants,"Dispositions particulières de la salle, Remarques | Room requirements, Remarks.",Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Durée | Duration,Interne: mail de confirmation envoyé à l'orateur
6/29/2012 9:24:26,Changer pour mieux coder,"Rémy est un développeur qui aime son métier et qui sait livrer des applications en production. Néanmoins, il arrive souvent au même constat : sous les contraintes du projet (peu de temps, état du code…) il lui arrive de livrer du code pas très « propre » voir « pourri ». Au bout d’un moment, il ne voit pas d’autres solutions que de repartir de zéro pour retrouver une situation saine.

Un jour, n'acceptant plus cette situation, il choisit de se remettre en question et de commencer une quête pour enfin être fier de ce qu’il produit. Il décide dorénavant de livrer du code de plus en plus maintenable et évolutif.

Pour cela, il va à la rencontre de Johan, un maître reconnu, qui va l’aider sur son chemin d’apprentissage.  Ensemble, ils vont parcourir 9 règles de programmation pour l’aider dans sa quête.

Une démonstration en live montrera comment améliorer un code existant en suivant les 9 règles d’Object Calisthenics.","Cette session est faite pour vous si vous partagez l’intérêt d’écrire du code maintenable et évolutif et vous avez envie de vous améliorer dans ce sens.

Présentation de 9 règles de programmation Orienté Objet pour améliorer ses compétences de développeur. Applicable dès le lendemain sur vos projets.

Vous ressortirez avec un programme d'entraînement pour écrire du code évolutif et maintenable que vous pourrez partager avec vos collègues.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Atelier technique | Technical Workshop,"Amélioration Continue | Continuous Improvement, Craftmanship (Technique / Coding / Testing...)",pas de limite,Besoin de 2 vidéo projecteurs indépendants ,Rémy,Sanlaville,Orange,@sanlaville,"Après une thèse en architecture logicielle, Rémy a rejoint Orange comme développeur java avancé. Passionné par le génie logiciel, il travaille depuis 6 ans sur la mise en place de pratiques et d'outils d'ingénierie logicielle ainsi que des méthodes agiles. Il a mis en place le Coding-Dojo à Grenoble en 2009, co-organisé le premier Code Retreat en France en 2011, le premier Legacy Code Retreat au monde en 2011 présenté par J.B. Rainsberger. Il a co-initié la communauté BDD sur Grenoble via le premier atelier BDD en France en 2012. Il s’intéresse aussi au Lean Startup.",Johan,Martinsson,ChangIT,martinsson-johan.blogspot.com / @johan_alps,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 9:26:48,Comprendre le Manifeste agile,"Tout le monde connaît l'existence du manifeste agile, mais avez-vous bien compris toutes les richesses qu'il recèle ?
Ensemble, nous répondrons à un certain nombre de ""pourquoi"", pour vous permettrons de rentrer pus finement et plus profondément dans les arcanes de l'état d'esprit agile.","Un des pièges classiques est de croire que les méthodes agiles se résument à la mise en place d'une liste de bonnes pratiques.
Pour bien utiliser les méthodes agiles, il est indispensable de bien comprendre la philosophie et les principes qui les fondent. Cela vous permettra de mieux adapter l'agilité aux différents contextes que vous rencontrerez.","Débutant | Beginner, Confirmé | Skilled",Conférence | Conference,"Management | Management, Agile Distribué | Distributed Agile, Contractualisation Agile | Agile Contracts, Amélioration Continue | Continuous Improvement",,,Rémy,Génin,Agile Walk,www.agilewalk.com,Merci de reprendre celle déjà rédigée pour la proposition sur les KPI. ,,,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 12:05:26,Différences entre approches agiles,"L'agile est aujourd'hui un ensemble très riche de pratiques, principes, valeurs et il existe plusieurs chemins (ce que l'on nomme ""méthodes agiles"") pour jalonner une mise en oeuvre agile. Cette conf propose un panorama d'approches, centré sur les différences concrètes :
- hauteur de la première étape (XP Scrum vs Lean Kanban)
- Rôles 
- Cycle de vie
- Certifications
Au-delà de ces différences importantes entre les approches, la conf montre aussi l'inter-dépendance entre toutes.
","- découvrir les possibilités offertes par l'agile aujourdh'ui, au-delà de scrum
- se projeter dans une mise en oeuvre concrète en ayant une information sur les forces et freins inhérents à cette mise en oeuvre",Débutant | Beginner,Conférence | Conference,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management, Amélioration Continue | Continuous Improvement",7000000000,N/A,Thierry,Cros,Maison de l'Initiative,"http://thierrycros.net
https://twitter.com/#!/thierrycros","- créateur de Extreme Programming France en 2000 (devenu Agile France)
- auteur de ""Maitriser les projets avec l'Extreme Programming"" Editions Cepadues en 2004
- coach formateur agile",,,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 12:06:16,Qualité: Stop à la procrastination,"Retour d'expérience sur la mise en place d'une stratégie Qualité

Le projet: 
Application en milieu industriel, critique

Contexte: 
Un existant pas testé de manière automatique et peu testable
Budget limité et temps contraint avant la première mise en production

Comment cibler les tests ?","Les éléments déclencheurs:

Prise de conscience sur la nécessité d'une stratégie qualité.
Prise de conscience sur le cout et la pertinence des tests automatiques par rapport au contexte.

Exemple de mise en place d'une stratégie pertinente et optimisée en bonne entente entre le product owner et l'équipe de dévelopement.

Le bénéfice étant d'inspirer l'audience à la mise en place de leur propre stratégie et leur montrer comment nous avons réussi à aborder ce challenge.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,"Gestion de produit / portfolio Agile | Agile product/portfolio management, Craftmanship (Technique / Coding / Testing...)",50,,Fabrice,Chaminand,Raynet,www.araymond.com,"Fabrice n'aime pas parler de lui. C'est d'ailleurs pour celà qu'il parle de lui à la troisième personne dans sa bio.

ScrumMaster depuis un an, il a à ""coeur"" la conception d'une arbalette à chats en étiquettes pour protéger son équipe ainsi que le lavage de cerveau bi-hebdomadaire du product owner afin d'assurer un bon compromis entre le besoin fonctionnel et les contraintes technico/budgétaires.",Laurent,Dupanloup,Raynet,www.araymond.com,"Descendant du père Dupanloup, j'ai trainé ma bosse dans l'industrie depuis des lustres. Je parle l'automate couramment.

J'ai rejoins le projet depuis un an en tant que product owner, adoptant l'agilité à bras ouverts. ",,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 12:33:12,La fleur de lotus ou comment redynamiser vos rétrospectives,"Vous découvrirez au travers d'un jeu une technique de collecte et d'exploration des problèmes en utilisant une représentation de type fleur de lotus
« Lotus Blossom » vient du Japon et a été inventé par  Yasuo Matsumura. C’est une technique dérivée du Brainstorming mais qui favorise admirablement la pensée créative… Appliquée à la résolution de problèmes, elle peut être utilisée pour animer une rétrospective
",Apprendre une nouvelle technique permettant de redynamiser leur rétrospective,"Débutant | Beginner, Confirmé | Skilled",Atelier pratique / Jeu | Practical Workshop / Game,Amélioration Continue | Continuous Improvement,12,1 table ronde (si possible) pour 4 participants,Yann,POLES,TOTAL,twitter @Ypoles,"15 ans d’expérience dans le développement et l’intégration de systèmes, je suis en charge de la « transformation silencieuse » des équipes de Total vers l'Agilité. Formateur, coach et facilitateur, j'anime également la communauté de pratiques interne Agilitateurs.",,,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 14:36:16,Strategie de tests,"Dans un environnement de développement agile,  un des objectifs clé est de produire au cours des différentes itérations un logiciel fonctionnel d’un niveau de qualité élevé, à forte valeur ajoutée pour le client . La réalisation de cet objectif rencontre de nombreux écueils, et parmi ceux-ci on peut noter la définition d’une stratégie de tests adéquate, comprise et partagée par tous les acteurs, ainsi que l’implémentation efficace des différents niveaux de tests.
Au cours de cette présentation, pour un public familier avec les tests, nous ferons un retour d’expérience de différentes stratégies de tests mises en place sur nos projets au cours des dernières années, stratégies dont nous ferons un bilan. Nous proposerons ensuite, une stratégie, basée sur ces retours, pour un futur projet.
","Les participants à cette session pourront découvrir des retours d’expériences concrets sur différents projets, de taille et de contexte différents allant de la  petite équipe mono-site à une équipe de 20 personnes distribuée sur plusieurs sites.
Les participants repartiront avec une liste de bonnes et mauvaises pratiques associées aux tests.
Les participants pourront aussi lors d’une session de questions/réponses échanger avec les orateurs.
","Débutant | Beginner, Confirmé | Skilled",REX - Retour d'Expérience | Experience Reports,"Amélioration Continue | Continuous Improvement, Craftmanship (Technique / Coding / Testing...)",50,,Laurent,Tardif,Persistent,"http://ouelcum.wordpress.com/
","Depuis de nombreuses années j'encourage la pratique des tests automatiques (unitaires, intégration, fonctionnels), l'utilisation des outils d'analyses de codes, et l'utilsation de l'intégration continue pour améliorer et accélérer le developement logiciel. 
",Sandrine,Montusclat,Persistent,,Sandrine est aujourd'hui R&D team manager chez Persistent SAS.,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 15:40:56,« REX : 10 bonnes raisons de ne pas choisir AGILE ? »,"Retour  d’un chef de projet sans parti pris et sans langue de bois, sur une conduite de changement vers AGILE dans le cadre d’un projet conséquent. 
Les 10 principaux pièges à éviter qui permettent de dire que l’Agilité n'est pas la solution à tout.
Toutes les facettes impactantes d’un projet sont revues : gestion administrative, impact humain, relation client, reporting au management, etc…
Une chose est sûre : tout n’est pas rose dans l’Agilité…
","Profiter d’un retour d’expérience afin de ne pas découvrir les problèmes lors de l’exécution d’un projet AGILE.
Exemples concrets de ce qui se passe mal dans la vraie vie… et qui aurait pu être éviter sans problèmes.
","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,"Management | Management, Contractualisation Agile | Agile Contracts",,,Tuan ,VO VINH,SGCIB,,"Tuan VO VINH (34 ans) - Responsable d'un pôle informatique de la Société Générale travaillant pour la salle des marchés.
Expérience : 12 ans à la SGCIB
Formation : Ecole d’ingénieur en informatique 
Après être passé par différents postes de développement, de gestion de projets, de responsable d’application et finalement de responsable d’un pole de 40 personnes, Tuan a vu les méthodologies et mentalités changées au sein de son département. 
L’objectif pour lui aujourd’hui est de partager une expérience à ceux qui en ont marre de la théorie.
",,,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 15:41:57,AgileUX (User Experience): Du Besoin au Sketching,"Diversité, Apprentissage, montée en compétences et partage de connaissance sont les clés de voute d’une Agilité, qui encourage toujours plus de Collaboration et de Feedback.
Une Experience Utilisateur de qualité est aujourd’hui un élément différenciant. Dans un contexte agile, cette activité va donner de la valeur, faire gagner du temps, booster la créativité et l’innovation. 
Depuis la Vision, la collecte et l'expression des besoins sous un angle stratégique jusqu'au Design d'interface, elle sera néanmoins menée sans excès, au plus juste, avant tout dans un esprit collaboratif et Agile pour au final n’en être que plus riche !
Au programme :
- Vision, Personas et recueil du besoin
- L’approche design studio
- Des workshops intermédiaires et ""Backlog refinement"" 
- Les clés du sketching",De nouvelles pratiques pour une plus grande qualité produit,"Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Conférence | Conference,Expérience Utilisateur - Produit - Product Owner,/,,Jean Claude,Grosjean,Valtech,"www.qualitystreet.fr
www.agile-ux.com

@jcQualitystreet","Jean-Claude est Coach Agile, praticien Agile UX et formateur chez Valtech.

Coach Agile et formateur depuis plusieurs années, Jean-Claude accompagne aujourd’hui les personnes, les équipes et les organisations de divers domaines et secteurs dans leur parcours dans ou vers l’agilité.

Il est aussi l’auteur de deux blogs qualitystreet.fr et agile-ux.com, centrés sur le Coaching Agile, la facilitation, l’Experience Utilisateur ou encore le Management Agile & Lean.",,,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 15:42:41,"Atelier ""cocotte"" : les principes du lean management appliqués au monde SI","La présentation du lean est animée grâce à une simulation, plutôt ludique, qui vise à améliorer un atelier de production.","Par ce biais, les participants découvrent les différents principes moteur du lean (client, performance, travail en équipe, qualité, flux tiré, etc…), que nous reformulons en fin de session.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, Amélioration Continue | Continuous Improvement",12 acteurs + des observateurs,,Antoine,CONTAL,Operae Partners,@antoine_contal,"""Je suis coach lean spécialisé en informatique. J’interviens auprès d’équipes de développement, de support et de production. Je les aide à découvrir elles-mêmes les clés d’une performance pérenne et d’une fierté partagée. J’accompagne aussi leurs managers sur le terrain pour les coacher dans leur pratique du lean management.

J’ai commencé mon initiation au Lean et à l’Agile au Japon en 2001. De retour en France, j’ai géré des projets et animé des équipes, toujours dans un esprit d’amélioration continue et de développement des personnes. En tant qu’expert de l’Agile, je co-dirige l’association Agile France depuis 2009 pour soutenir cette communauté. J’ai rejoint Operae Partners en 2010.

Pratiquer le lean, pour moi, c’est contribuer à faire émerger une informatique plus conviviale, à la fois pour ceux qui la font et pour ceux qui l’utilisent.""",Dominique,DE PREMOREL,Operae Partners,@domidepremorel,"Dominique DE PREMOREL est spécialisée dans l’ingénierie logiciel et la conduite de projets informatiques. Elle a rejoint Operae en 2012, après 15 ans d’expériences de projets informatiques en France et en Allemagne, dont 5 ans en tant qu’ingénieur indépendant et coach agile. Pendant près de 10 ans, elle a pratiqué les méthodes de développement agiles, dans des sociétés de service et chez des éditeurs de logiciel. Fondatrice et animatrice du réseau Agile Morbihan et membre actif de l’association Agile Breizh, elle intervient pour la promotion et la diffusion de l’Agile et du Lean dans la région Bretagne en organisant l’Agile Tour à Vannes depuis 2010. Elle intervient dans l'enseignement des XP et Scrum auprès des étudiants de l'Université Bretagne Sud et les encadre dans l’apprentissage de ces méthodes à travers des mises en situation durant leur projet tutoré.",,,,,,,,,,,120 minutes,OK le 29/6
6/29/2012 15:45:35,L'agilité : Innovation utile au business,"Si la valeur ajoutée des méthodes agiles est maintenant avérée, la mise en pratique nécessite un temps d’adaptation. Les intervenants qui avaient l’habitude du cycle en cascade ont besoin de retrouver leurs marques. C’est le cas notamment du rôle de product owner, rôle central souvent endossé par des directeurs métiers.
 
Des retours d’expérience nombreux et significatifs nous permettent de mieux appréhender les valeurs fondamentales de l’agilité.
 
Nous avons également constaté que, contrairement aux idées reçues, le rôle de chef de projet a toujours sa place dans un projet Scrum, et apporte de la valeur au projet. Le bon fonctionnement de l’organisation nécessite que chacun comprenne ses rôles et prérogatives.
 
","Ce séminaire se propose de vous faire découvrir concrètement le quotidien d’une équipe agile, à travers l’illustration par des projets réels réalisés pour une grande banque d’investissement. Nous aborderons dans ce séminaire les difficultés rencontrées et des solutions pour les surmonter.
","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,Management | Management,,,Vianney,Grassaud,Objet Direct,www.objetdirect.com - http://blog.objetdirect.com/ ,"Collaborateur Objet Direct depuis maintenant 7 ans, j’ai pu durant ces années m’intéresser à la fois au développement front office (IHM) et back office (Métier, services etc…) des applications . Que ce soit du client lourd ou RIA, ou middlware j’ai toujours essayé d’appliquer les bonnes pratiques agiles. Récemment j’ai même participé à la mise en place de SCRUM dans le contexte d’une grand banque d’investissement, banque n’ayant pas l’habitude de pratiquer les méthodes agiles. Face au succès du projet et de la méthode, cette banque veut continuer à travailler en agilité. ",,,,,,,,,,,,,,,,120 minutes,OK le 29/6
6/29/2012 16:11:13,"Dis, monsieur, c'est quoi être agile ?","Nous vous proposons de (re)-découvrir et d'expérimenter les 4 valeurs du Manifeste agile à travers des ateliers / jeux. Ici pas de backlog, de Scrum ou de TDD. Des concepts simples pour bien (re-)commencer avec l'agilité et comprendre comment ""être agile"" plutôt que ""faire de l'agilité"". De l'interaction, de la collaboration, du concret et de l'ouverture seront au rendez-vous.","Sentir les principes sous-jacents à l'agilité, les (re-)découvrir sans se focaliser sur telle ou telle méthode.",Débutant | Beginner,Atelier pratique / Jeu | Practical Workshop / Game,Découverte de l'agilité,20,,Thierry,Vallée,36tribus,"http://thierryvallee.blogspot.com
Twitter : @thvallee
www.36tribus.com","Développeur, formateur, accompagnateur et entrepreneur.
Tout ça de façon agile, bien sûr !",Laurence,Hanot,Thalès,,"Coach et formatrice agile, Scrum Master, évangéliste, pompier, promoteur, dynamiteuse (mais avec le sourire), empêcheuse de tourner en rond.
L'agilité : j'en mange matin, midi et soir, j'en rêve la nuit, j'y travaille toute la journée, bref, je la vis quoi !",,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 16:47:36,"Well-crafted software: un code maintenable avec le ""principe de responsabilité unique""","Le ""principe de responsabilité unique"" permet d'écrire du code qui facilite les évolutions ultérieures, et donc la capacité à refactorer un logiciel tout au long de son cycle de vie comme le nécessite les méthodes agiles.

Bien que très simple à énoncer, ce principe est aussi un des plus difficile à appliquer.

L'objectif de cette présentation est de montrer comment appliquer le ""principe de responsabilité unique"", avec un minimum de théorie, des exemples de code, de l'écriture de code en direct et la participation du public. ","A l'issue de cette session, vous saurez ce qu'est le ""principe de responsabilité unique"" et ce qu'il peut vous apporter pour écrire du code maintenable.

Les exemples, contre-exemples et conseils distillés pendant la session vous permettrons de vous posez les bonnes question pour l'appliquer sur vos projets et améliorer la qualité de votre code. 
","Débutant | Beginner, Confirmé | Skilled",Mixte conférence/code en direct,Craftmanship (Technique / Coding / Testing...),100,,Nicolas,Capponi,Kelkoo,"http://www.linkedin.com/in/ncapponi
https://twitter.com/ncapponi",Architecte logiciel / Développeur à Kelkoo.,Guillaume,Gardais,Kelkoo,,"Guillaume est Software Architect Frontend chez Kelkoo. Enthousiasmé par l'Extreme Programming et le Test Driven Development, il devient adepte des méthodes Agile et intégre une des équipe de Kelkoo en 2010. Il participe depuis à l'animation de la communauté Agile et aux Coding dojo chez Kelkoo.",,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 16:58:05,Le TDD ca rapporte vraiment ?,"Vous n'avez pas le temps de faire des tests ? Vous pensez que cela ne sert à rien ?
Vous entendez sans arrêt parler de TDD (Test-Driven-Development), mais vous ne voyez pas trop ce que ça vous apporterait ?
Venez tester vous–même en regardant le développement en direct d'un même problème selon 3 approches :
1) L'approche ""sans tests"", où l'on écrit uniquement du code de production
2) L'approche ""test après"", où l'on écrit d'abord le code de production puis ensuite des tests
3) L'approche ""test avant"" (TDD), où l'on commence toujours par écrire un test avant d'écrire le code de production 
Le problème est découpé en plusieurs phases, ce qui nous permet de mettre en évidence les apports des tests et du TDD à différentes étapes du développement : première implémentation, évolutions, changements de spécifications.","A l'issue de cette session :
- Vous aurez vu ce qu'apporte l'écriture de tests unitaires pour réduire les bugs de votre code.
- Vous aurez vu ce qu'apporte le TDD pour assurer la qualité de votre code.
- Vous aurez toutes les cartes en main pour vous décider à franchir le pas afin de produire un code de meilleur qualité.","Débutant | Beginner, Confirmé | Skilled",Mixte conférence/code en direct,Craftmanship (Technique / Coding / Testing...),100,,Guillaume,Gardais,Kelkoo,,"Guillaume est Software Architect Frontend chez Kelkoo. Enthousiasmé par l'Extreme Programming et le Test Driven Development, il devient adepte des méthodes Agile et intégre une des équipe de Kelkoo en 2010. Il participe depuis à l'animation de la communauté Agile et aux Coding dojo chez Kelkoo.",Nicolas,Capponi,Kelkoo,"http://www.linkedin.com/in/ncapponi
https://twitter.com/ncapponi",Architecte logiciel / Développeur à Kelkoo.,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 17:04:29,C'est grave Docteur Rétro ?,"Bienvenue à la clinique du Docteur Rétro !
Vous n'êtes pas satisfait des rétrospectives (surtout celles que vous animez) ? Problèmes de tension, souffle court, endormissements, nausées, ou autres symptômes qui arrivent avant, pendant ou après les rétrospectives ?
Un checkup complet vous permettra de prendre du recul sur vos pratiques.
Si le traitement dispensé n'était pas suffisant, pour les nuits d'insomnies, des références bibliographiques vous serons fournies ;-)","Durant cette session les participants pourront 
- prendre du recul par rapport à leurs pratiques des rétrospectives, 
- obtenir des conseils pratiques tirées de 14 ans d'expérience
- échanger et partager autour de cas concrets
- repartir avec des pistes d'amélioration","Confirmé | Skilled, Expert | Expert",Atelier pratique / Jeu | Practical Workshop / Game,Amélioration Continue | Continuous Improvement,20,"4 ou 5 groupes de travail de 4 à 5 personnes par groupe, autour d'une table",Cyril,Megard,Moody's Analytics,,"Cyril Megard travaille depuis 7 ans dans des environnements “agiles”. D’abord en tant que développeur, puis ingénieur qualité : responsable du processus de développement logiciel (ISO9001) et de son amélioration. Actuellement program manager / facilitateur chez Moody’s Analytics, il travaille avec tous les intervenants (développeurs, testeurs, pôle produit) pour le succès des projets logiciels. ",Emmanuel,Etasse,Moody's Analytics,"blog : http://homoagilis.blogspot.fr/
twitter : @eetasse","Emmanuel Etasse est ""Program Manager"" chez Moody's Analytics. Auparavant, coach, formateur et associé de la société /ut7, sa mission était d'aide les organisations de développement logiciel à devenir des lieux où résultats, qualité de vie et plaisir, coexistent de façon durable. Passionné de programmation, il a 14 ans d’expérience dans l’industrie du logiciel, dont 6 ans dans la mise en œuvre et l’accompagnement des approches agiles (éditeurs logiciels, PME, DSI, grands comptes…). Emmanuel est aussi membre actif et cofondateur du Club Agile Rhône Alpes. ",,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 17:08:14,Existe-t-il une agilité open source ?,"Le Libre/Open Source et l'agilité partagent des valeurs communes (ouverture, transparence, honneteté, engagement, ...) et certaines pratiques (eg. ""release early/release often"" vs ""livraison continue"").
Quelles sont les racines communes et les divergences entre ces deux communautés?","Nous proposons dans cette session de mettre en regard les deux mondes et de proposer des pistes pour une meilleur intéraction entre eux:
- Qu'est-ce qu'une communauté Libre peut retirer de l'agilité
- Qu'est ce que les agilistes peuvent gagner à être ouvert, même sur les sources.
",Débutant | Beginner,Conférence | Conference,"Agilité et ""autre chose""",,,Le Lous,Jonathan,Alter Way,"@JollFr
http://blog.itnservice.net/",,Manuel,Vacelet,Enalean,"Twitter: @vaceletm
http://tuleap.com/?q=blog/5",,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 17:11:09,Outiller le Kanban,"Les processus d’un éditeur de logiciels en forte croissance doivent concilier trois objectifs a priori difficilement réconciliables : productivité, rigueur des processus et agilité face aux changements de direction et adaptations, demandés par les clients.
Nous avons fait le choix d’implémenter un macro-processus de pilotage business,  le Lean Startup et un processus Kanban pour le pilotage des activités.
Nous exposerons tout d’abord les enjeux d’un éditeur et les conséquences sur les processus de R&D, d’exploitation, de support et les processus de vente.
Nous expliciterons ensuite les choix d’implémentation d’un outillage du Kanban avec Codendi ;  ces choix seront illustrés par des démonstrations interactives.
Enfin nous ferons le bilan quantitatif et qualitatif de l’application du Kanban chez un éditeur de logiciels d’une part, et d’autre part nous conclurons sur les nombreux bénéfices qu’apporte un outillage adapté, avec les témoignages en direct de l’équipe de développement.
","Les dashboards Kanban à base de post-it ont fait depuis longtemps la preuve de leur efficacité : partage de l’information, visibilité, feedback, souplesse totale face aux changements. Ils doivent cependant être complétés. Venez découvrir comment le nouvel acteur de l’édition de logiciels ALM et ERP to Web, Viseo Sofware & Innovation a réussi la mise en œuvre de Kanban à l’échelle de l’entreprise grâce à Codendi.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Conférence | Conference,Outillage agile,,,Franck,Priore,Objet Direct,www.objetdirect.com - www.viseo.net,"Franck Priore, manager et expert en processus agiles depuis 1999 a mis en œuvre eXtrem Programming, Unified Process et plus récemment Kanban et Lean Startup au sein d‘organisations variées, depuis de grands groupes internationaux dans les nouvelles technologies, jusqu’à des startups dans le domaine de l’édition.
D’une triple expérience de directeur de PME nouvelles technologies, consultant agile, et business developer, Franck Priore a tiré de la mise en œuvre de Lean Startup et Kanban des enseignements empreints de pragmatisme et souvent étonnants.
",Laurent,Laslaz,Objet Direct,,"Laurent Laslaz, expert agile,  a mis en place et piloté des projets avec succès dans des contextes projets très variés en taille et en architectures cibles, pour ensuite rejoindre l’activité éditeur du groupe Viseo au poste de Directeur des Projets. Après avoir défini un Kanban adapté à l’organisation de Viseo Software & Innovation, il a conçu et implémenté une configuration du Kanban avec la plateforme projet Codendi qui s’avère épurée, limitée au strict nécessaire, et pourtant très raffinée.",,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 17:22:36,Les Men In Black font de l'Agile,Les Men in Black vous expliquent les comportements qui aident à l'Agilité...Et dégomment ceux qui pourraient la freiner,In progress,Débutant | Beginner,Conférence | Conference,"Management | Management, Amélioration Continue | Continuous Improvement, Psychologie",,,Alexandre,Boutin,,,,Bruno,Sbille,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/29/2012 19:20:10,PMBoK vs Agilité,Une idée fausse dans le management de projet logiciel est que pour utiliser le PMBoK® nous devrions le faire de façon non agile ou avec une approche en cascade. Cette présentation tente de corriger cette idée fausse et démontrer qu’un projet agile peut suivre le cycle de vie projet tel que défini dans le PMBoK®. Nous observerons en premier lieu la structure du PMBoK® et où sont les points de rencontre avec l’Agilité.,"Les participants auront une vision de synthèse du PMBoK(r), des principes de l'Agilité et des points de similitudes et de divergences entre eux. Ils pourront ainsi acquérir de nouvelle connaissances, et une clarification des idées fausses qui existent encore sur les types de méthodologies décrites dans le PMBoK(r)","Débutant | Beginner, Confirmé | Skilled",Conférence | Conference,Management | Management,,Video projecteur,Frédéric,RODRIGUEZ,Indépendant,,,,,,,,,,,,,,,,,,50 minutes,OK le 29/6
6/30/2012 0:13:58,"Si t'es pas SOLID, t'es pas agile","""Une attention continue à l'excellence technique et à une bonne conception renforcent l’agilité""
C'est le 9ème principe du manifeste agile et il est au moins aussi important que les autres pour créer des logiciels capables de s'adapter aux besoins des utilisateurs.

Votre manager pense que l'on peut prendre quelques libertés avec ce principe ?
Votre commercial ne jure que par les délais au détriment de la qualité du code ?
Votre scrummaster ne comprend que les burdown charts et oublie de focaliser l'équipe sur sa dette technique ?
Invitez-les à venir sur scène pour partager une expérience de conception d'un logiciel ""humain""...","S'amuser et peut être comprendre, en découvrant les principes S.O.L.I.D. popularisés par uncle Bob, à quel point de tels principes de conception sont d'une importance fondamentale dans toute organisation qui produit du logiciel en se disant ""agile""",Débutant | Beginner,Atelier pratique / Jeu | Practical Workshop / Game,Craftmanship (Technique / Coding / Testing...),,"Idéalement, un espace d'au moins 4x6 mètres faisant office de scène",Olivier,AZEAU,Varian Medical Systems,"http://agilitateur.azeau.com/

twitter: @oaz","Olivier Azeau est diplomé de l’ENSEEIHT. Il dirige une équipe d’ingénierie chez Varian Medical Systems et, quand il en a le temps, il tient aussi un blog sur le développement logiciel : http://agilitateur.azeau.com/",,,,,,,,,,,,,,,,50 minutes,OK le 30/6
6/30/2012 0:50:41,Un premier pas dans le Lean Startup avec le Lean Canvas,"L’agilité vous permet désormais de maitriser le développement de vos logiciels. Vous savez désormais livrer de manière régulière du logiciel de qualité.
Cependant, savez-vous développer l’innovation ? Savez-vous vous assurer du succès de vos produits auprès de vos clients ?

Afin de répondre à ces questions, je vous propose dans cet atelier de venir mettre en pratique la première étape d’une approche Lean Startup en utilisant l’outil Lean Canvas. Celui-ci vous permettra de définir de manière claire et synthétique votre business model et de définir toutes les hypothèses liées à celui-ci.",Découvrir et mettre en pratique une approche Lean Startup. Avoir mis en pratique la première étape grâce au Lean Canvas.,"Débutant | Beginner, Confirmé | Skilled",Atelier pratique / Jeu | Practical Workshop / Game,Gestion de produit / portfolio Agile | Agile product/portfolio management,20,Une salle avec 5 tables serait un must.,Nathaniel,Richand,Xebia,"http://blog.xebia.fr
http://blog.richand.info
@nrichand","Passionné par l’agilité depuis de nombreuses années, Nathaniel intervient depuis trois ans en tant que Coach agile pour Xebia. 
Nathaniel a su développer une très grande expertise aussi bien sur la dimension technique, qu’humaine de l’agilité. Il intervient aussi bien dans le domaine de l’industrialisation des développements, la dimension produit, ainsi que dans la mise en place des valeurs “humaines” de l’agilité.
",,,,,,,,,,,,,,,,120 minutes,OK le 30/6
